1baed6e5-1a84-40cb-9955-8ca141b22ab5,Waktu terapi,Pasangan itu mengalami masalah.,Mereka menoleh ke terapis mereka untuk membantu mereka.,Wanita itu membantu mereka berbicara tentang masalah mereka.,Mereka belajar banyak tentang satu sama lain.,Hubungan mereka menjadi jauh lebih baik.
10c92500-f1c2-4f19-9130-237fd62e2b9f,Rex ingin melatih,Rex selalu menyukai olahraga sepak bola.,Dia tahu dia tidak akan pernah bisa menjadi pemain.,Dia memutuskan ingin melatih permainan.,Dia meminta magang di sekolah menengah setempat.,Mereka mengabulkan permintaannya dan dia mulai melatih permainan yang dia cintai.
27509267-88d7-4c7f-a213-dcbe1b404db0,Selamat datang,Andy baru -baru ini melakukan perjalanan ke Haiti untuk acara amal.,"Sementara di sana, Andy jatuh cinta pada orang dan budaya.",Andy memutuskan bahwa dia akan pindah ke Haiti secara permanen.,"Setelah pindah, desa setempat yang ia bantu mengadakan pesta untuknya.",Andy tersentuh oleh cara penduduk desa setempat menyambutnya.
5072f7bd-f5be-4dd6-a62f-fb00d6847e69,Anak Anjing Baru Andy,Andy baru -baru ini merasa dia membutuhkan teman berjalan.,Andy memutuskan bahwa dia akan mengadopsi seekor anjing.,Andy mengunjungi tempat penampungan hewan untuk mencari seekor anjing.,"Setibanya di atas, sebuah lab hitam, melompat di pelukannya, dan Andy jatuh cinta.",Andy bersemangat untuk mengadopsi lab hitam.
9a47ee84-6b2d-4c99-b70c-35872159d806,Game baru,Kate telah memberinya keponakannya Xbox 360 baru.,Dia memutuskan untuk membeli game baru untuknya juga.,Tapi dia tidak yakin apa yang dia inginkan.,Akhirnya seorang teman menyarankan permainan untuk pra-remaja.,Kate yakin dia akan menyukai permainan baru.
5234fdb4-eb08-4158-ae58-c1a5a9e8ef03,Gairah Liz,Liz membenci pekerjaannya sebagai manajer di toko sepatu.,"Gairah utamanya adalah snowboarding, yang dia lakukan pada hari -hari liburnya.",Dia berhenti dari pekerjaannya di toko sepatu.,Dia menemukan pekerjaan di toko persediaan snowboarding di Minnesota.,Dia senang karena dia bisa menyebarkan hasratnya kepada orang lain.
929ae416-74ee-467d-8a2a-25c7f3bf718d,Sedang jatuh cinta,Charlie bertemu dengan pria yang hebat.,Namanya Hank.,Charlie dan Hank pergi tiga kencan.,Hubungan mereka tampak hebat.,Jadi mereka lari dan menikah!
4b19e3f8-38d9-4e79-8c35-0f2f48973e7c,Usul,Jack tahu bahwa Gloria adalah wanita yang sempurna untuknya.,Dia pergi ke toko perhiasan dan membeli cincin berlian.,"Pada tanggal berikutnya, dia berlutut dan melamar.","Gloria segera mengatakan ya, mengetahui bahwa Jack juga belahan jiwanya.",Keduanya menikah hanya beberapa minggu kemudian!
69765e96-2d75-4a98-8748-6e3208d3af42,Jerawat tidak baik,Herbert mengalami jerawat yang mengerikan.,Jadi tidak ada gadis yang akan berbicara dengannya untuk berkencan dengannya.,Herbert kehilangan harapan dalam kehidupan cintanya.,Temannya membelikannya krim anti jerawat yang canggih.,Jadi tahu Herbert memiliki kesempatan dengan para wanita.
c30cdac6-f6fe-4f76-8fb5-1bb10a0fc033,Brad dibuang,Brad sangat mencintai pacarnya.,Brad telah berkencan dengannya selama bertahun -tahun.,Suatu hari Brad datang ke rumahnya.,Dia mengetuk pintu dengan bunga.,Dia menjawab pintu dan mengatakan kepadanya bahwa ini sudah berakhir.
2d56be6f-4d03-4aa1-b115-be70c5e24f56,Pizzeria yang bangga,Antonio memimpikan hari itu dia akan memulai perusahaan pizza.,Setelah bekerja bertahun -tahun mimpinya akhirnya menjadi kenyataan.,Dia memiliki awal yang goyah tetapi komunitas datang untuk mencintai restoran pizza.,Itu membuatnya bahagia bahwa mimpinya sukses.,Suatu hari dia akan meneruskan bisnis ke keluarganya.
d90ac48c-0981-47c7-bb79-8d80d05a8b5f,Ciuman pertama,Terrance diam -diam jatuh cinta dengan seorang gadis di kelasnya.,"Pada akhir tahun, ia menemukan keberanian untuk memintanya ke prom.",Gadis itu terkejut tetapi menerima tawarannya.,"Ketika Terrence datang untuk menjemputnya, dia memberinya bunga.",Dia mencium pipinya dan dia berada di surga.
6e75eb19-e731-4044-9fe9-1eba4919b5f1,Menjadi sukarelawan mengarah ke adopsi kucing,Sara berpikir menjadi sukarelawan di Humane Society akan bermanfaat.,Suaminya bercanda bahwa mereka akan mengadopsi terlalu banyak kucing.,Suami Sara benar.,"Mereka sekarang memiliki lima kucing, meskipun mereka sepakat untuk hanya mengadopsi dua.","Sara dan suaminya mencintai kucing, dan senang memilikinya."
a11243f7-23d1-4f46-b254-fcc03d0af2ee,Istirahat besar Tobys,Toby bercita -cita untuk menjadi penyanyi terbaik.,Dia memainkan banyak pertunjukan setelah pertunjukan.,Dia ingin mendapatkan kesepakatan rekaman.,Suatu malam Toby menyanyikan hatinya di depan agen bakat.,Toby ditawari kontrak untuk masuk ke label musik.
c50ffa13-0ee5-476f-ba35-1d23e77ab201,Ketakutan Maya,Maya sangat takut pada kerangka.,"Ketika Halloween terjadi, dia merasa sangat gugup.",Maya ingin mengatasi rasa takutnya terhadap kerangka.,"Jadi, Maya mencoba mengunjungi katakombe Paris untuk mengatasi ketakutannya.",Maya terlalu takut pada kerangka dan mengalami serangan jantung dan mati.
7efd9d19-35e0-485b-8724-16f40eba3f52,Kencan yang sempurna,Jennifer dan Pete akan merayakannya.,Itu adalah peringatan kedua mereka bersama.,Pete memutuskan untuk membawanya kembali ke tempat mereka pertama kali bertemu.,Mereka makan malam yang sama dan menonton film.,Mengakhiri dengan berjalan pulang dan memberinya ciuman di langkah pintunya.
fea0d734-f565-42a5-85a8-9efcbb794710,Naik perahu,Jennifer dan Brad membutuhkan liburan.,Mereka memutuskan untuk melakukan pelayaran.,Kapal pelayaran berukuran besar.,Keduanya menyalakan kembali cinta mereka di atas kapal.,Itu adalah perjalanan perahu terbaik bagi mereka.
7dac99a9-75b1-40bf-92d1-25814e1bf403,Kisah Cinta Perang Dunia II,Kakek -nenek saya bertemu selama Perang Dunia II ketika mereka melayani di Angkatan Laut.,"Mereka bertemu di bioskop di Washington, DC.","Sebuah film yang menyedihkan membuat nenek saya menangis, dan kakek saya memberinya tisu.",Mereka jatuh cinta dan berkorespondensi melalui surat saat dia berada di laut.,Mereka menikah dua hari setelah kapalnya kembali ke Amerika.
184aa6be-f0dc-4f78-9bf3-2a28aff250f1,Hubungan,Pacar saya selalu ingin membicarakan hubungan kami.,Dia bilang dia tertarik untuk menyelesaikan masalah.,Saya pikir dia hanya ingin berdebat.,Saya sudah mulai menolak untuk berdebat dengannya.,Ini membuatnya sangat argumentatif.
d106f049-e5d9-4c9f-bc8c-14db50618f72,Penyakit Barry,Barry merasa tidak enak badan.,Dia memberi tahu istrinya dadanya sakit.,Istrinya membawanya ke rumah sakit.,"Di rumah sakit, Barry tahu dia mengalami serangan jantung.","Karena dia sampai di sana tepat waktu, Barry mampu membuat pemulihan penuh."
249a0017-dfc3-4506-823a-bf2055dbb5c0,Pertunangan Luanne,Luanne telah melajang selama bertahun -tahun.,Dia telah berkencan dengan beberapa orang yang berbeda.,Dia akhirnya menemukan pria idealnya.,Luanne dan pria ini jatuh cinta.,Dia baru -baru ini melamar Luanne dan dia menerima.
8ae15a76-6f58-48da-aa09-686afd720231,Pindah,Shelly bergerak melintasi dua negara bagian untuk bersama cinta dalam hidupnya.,"Dia bertemu dengannya secara online, di forum untuk Mturk.","Awalnya tidak ada yang mempercayai mereka, sampai mereka pindah bersama bulan lalu.",Mereka berencana untuk menikah dan memulai kehidupan baru bersama.,Mereka senang dan puas.
5f766dc3-2fd2-4491-9a84-b6d9c4071b2b,Val merasakan obatnya sendiri,"Valerie bermain -main dengan pacarnya, Matt.","Dia jatuh cinta pada Tim, salah satu dari banyak pria yang dia curang.",Dia putus dengan Matt dan mulai berkencan dengan Tim.,Tim tidak menghormati dia atau hubungan mereka.,Dia berselingkuh pada waktu yang tak terhitung jumlahnya dan kemudian putus dengannya.
93db28cf-9cba-43e1-8940-98b0043c9483,Anggota Dewan Kota,Mark tertarik untuk membuat kotanya lebih baik.,Dia memiliki hubungan dengan walikota dari upaya bisnis masa lalu.,Mark memanggil walikota dan bertanya bagaimana dia bisa terlibat dengan kota.,Walikota memberi tahu Mark bahwa dia harus mencalonkan diri untuk Dewan Kota.,Mark mencalonkan diri untuk Dewan Kota dan terpilih untuk mengelola taman kota.
4750c8c7-d9e1-47cb-8de2-dbe3845d4c5d,Pengampunan yang tidak mungkin,Ivan adalah pengumpul pajak yang kejam di lingkungannya.,Dia dikenal sebagai orang yang kasar untuk diajak bicara bahkan saat tidak bekerja.,Ivan harus mengumpulkan dari keluarga yang sangat miskin suatu hari nanti.,Dia tiba di luar rumah mereka yang berantakan dan memiliki perubahan hati.,Dia pergi tanpa mengumpulkan setelah melihat betapa kecilnya keluarga itu.
55e2226f-d3ce-4ade-a1ff-bf5cd11acaf1,Sesak nafas,Pacar rekan kerja saya menderita diabetes dan masalah jantung.,Dia kesulitan bernapas.,Putrinya akan menikah.,Mereka harus memilih lagu singkat untuk tariannya karena napasnya.,Dia meninggal karena serangan jantung dua tahun kemudian.
3d883c3c-2ac2-48a4-85ea-9b3169af7473,perancang,Saya tinggi dan saya suka celana saya agar pas dengan saya.,Saya pergi ke beberapa toko tetapi mereka tidak membawa besar dan tinggi.,Saya mencari secara online tetapi harganya terlalu tinggi.,Frustrasi saya belajar cara menjahit celana saya sendiri.,Sekarang celana saya pas dengan saya dan saya suka penampilan mereka.
d8a6d5c5-1748-4855-b6a8-7f6796e2cdfe,Tracy E Warren,Doug bertemu dengan cinta dalam hidupnya Tracy E Warren.,Mereka berkencan dan mati selama sekitar satu tahun.,Doug memohon Tracy untuk menjadi satu -satunya.,Tracy setuju untuk menjadi Dougs satu -satunya.,Mereka tidak lagi bersama karena Doug berselingkuh dengan Tracy E Warren.
7aec1a7f-d4c1-446f-ae01-264f2986651d,Pertunangan yang rusak,Chris jatuh cinta dengan wanita impiannya.,"Dia melamarnya, dan dia menjawab ya.","Namun, tidak lama sampai Chris mengetahui bahwa dia selingkuh.",Chris tidak memberitahunya bahwa dia tahu.,Dia hanya pindah saat dia sedang bekerja dan tidak pernah memberitahunya.
6fbe4e7b-2ffb-4f67-a09c-50d8ec72d2ed,Bayi Ashley,Ashley bertemu dengan seorang pemuda yang baik dan jatuh cinta.,"Dia memujanya, dan segera menikahinya.","Setelah menikah selama beberapa waktu, mereka memutuskan untuk memiliki bayi.","Setelah beberapa bulan, mereka dapat hamil.",Ashley punya bayi perempuan yang terlihat seperti dia.
ec2d8fa7-066a-48e1-af06-ebf304aa4986,Blog Anjing,Saya suka anjing.,Saya merasa sangat menyenangkan untuk bertanya kepada orang -orang tentang anjing mereka.,Saya memulai sebuah blog di mana saya memposting foto diri saya dengan anjing orang.,Saya menulis kutipan tentang pemilik dan anjing.,"Sekarang, saya disponsori melakukan sesuatu yang saya nikmati."
dc64091d-26b9-452c-a4fb-b9863696e070,Viva Love,Nick dan Jess telah saling jatuh cinta selama bertahun -tahun.,Tak satu pun dari mereka yang tahu sampai sekarang.,"Dalam tindakan cinta yang gila, mereka pergi ke Meksiko.",Mereka tidak punya uang.,Sekarang mereka adalah gelandangan pantai di Meksiko.
94a27548-0207-4752-b16c-87f3225a675e,Kebun,Cath memulai taman besar di halaman belakang rumahnya.,Dia menghabiskan setiap hari merawat sayurannya.,Produknya mencerminkan hasratnya.,Setiap sayuran besar dan siap dipilih.,Cath menikmati panennya.
28d9d2de-3645-4d18-bc94-6338b7442b54,Wanita kucing,Angela mencintai kucingnya.,Dia memperlakukan mereka seperti keluarga.,Angela memastikan mereka menjalani kehidupan yang bahagia.,Kucing -kucingnya menunjukkan banyak kasih sayang.,Mereka juga mencintainya.
a8a21200-91e1-47d5-887a-1f1c35ef482f,Perang jerami,Orang tua saya masih muda.,Mereka menikmati saat -saat menyenangkan.,"Setiap kali kami pergi ke restoran, itu dimulai.",Ini adalah perlombaan untuk melihat siapa yang bisa mendapatkan sedotan mereka terlebih dahulu.,Kemudian mereka menembak satu sama lain.
01771bd4-ed59-46eb-b2de-c2d0de9911ad,Hewan,Jenna mencintai binatang.,Tumbuh dewasa dia selalu memiliki beberapa hewan peliharaan.,Dia merawat mereka masing -masing sebanyak yang dia bisa.,"Dia memberi mereka makan, mencuci mereka, dan mencintai mereka.",Jadi dia mengambil gairah itu dan membuatnya menjadi profesinya.
5f5f9157-407c-4755-903d-2997a85d6dd1,Ahli bedah saraf,Eric telah menghabiskan bertahun -tahun mencari tujuan dalam hidupnya.,Dia menyadari bahwa dia ingin membantu orang.,Dia memutuskan untuk menggabungkannya dengan hasratnya terhadap otak.,Jadi dia pergi ke sekolah kedokteran untuk menjadi ahli bedah saraf.,Hari ini dia adalah salah satu ahli bedah saraf terbaik di negara ini.
ddf9774d-4864-4b59-b64e-db213388658d,Tenis,Derek selalu menjadi penggemar tenis.,Dia tumbuh menontonnya dan senang memainkannya.,Di sekolah menengah ia bekerja keras untuk berada di tim universitas.,"Ketika perguruan tinggi berguling -guling, dia bergabung dengan tim perguruan tingginya.",Sekarang dia mengajar anak -anaknya untuk mencintai olahraga juga.
2a2b3666-8181-42f5-adfb-3b9469d348eb,Membuat seni,Aaron senang bekerja dengan Wood.,Dia mengambil kelas pertukangan kayu di sekolah menengah.,Gurunya menunjukkan kepadanya cara membuat pena dari kayu.,Aaron jatuh cinta dengan gagasan membuat pena sendiri.,Sekarang dia membuat pena dan menjualnya untuk dikagumi orang lain.
6e63363e-13d2-49a6-9222-520c5a1f7f70,Ciuman pertama,Eric dan Emily pergi ke film bersama.,Ini adalah kencan pertama Emily.,Dia gugup tentang apa yang akan terjadi pada teman kencannya.,Dia merasa Eric merangkulnya.,Dia kemudian mendapatkan ciuman pertamanya malam itu.
58f57fea-cc2a-45ae-aa8e-2fd8f0424769,Putus,Dahulu kala saya punya pacar yang tidak terlalu serius.,Kami rukun tetapi kami menginginkan hal yang berbeda dalam hidup.,Kami akhirnya putus setelah beberapa bulan.,Awalnya saya sangat kesal tetapi akhirnya mengatasinya.,Saya belajar banyak dari hubungan itu dan merasa lebih baik karenanya.
f9a29a9f-cb59-4971-af7b-aa1391cd63a3,Kepercayaan diri dengan wanita,Anthony sangat pemalu di sekitar wanita.,Dia berteman dengan seorang gadis cantik di tempat kerja.,Anthony mengetahui bahwa dia memiliki banyak kesamaan dengannya.,Dia terlibat dalam romansa singkat dengan rekan kerjanya.,"Dari romansa ini, Anthony semakin percaya diri dengan wanita."
01017909-6509-4aa8-826a-f6e483a172f7,kupu -kupu,Kim pergi ke Konservatori Kupu -kupu bersama keluarganya.,Awalnya dia gugup.,Sayap yang berkibar -kibar membuat dia terkecuali.,Tapi kemudian seseorang mendarat di tangannya dan mengepakkan sayapnya yang halus.,"Kim, Enchanted, segera jatuh cinta dengan kupu -kupu!"
c620e3b9-8ac7-4696-89dd-306873f744db,Koki,Anna ingin menjadi koki.,Orang tuanya ingin mendorong hasratnya.,Mereka mengirimnya ke sekolah kuliner pada usia sebelas.,"Di sana, Anna mempelajari semua jenis teknik memasak.",Dia pulang dengan lebih banyak keterampilan daripada koki profesional!
9e02d673-5dbf-4b02-9b4e-27e794d377d3,Astronaut,Nate berusia delapan tahun dan ingin menjadi astronot.,Orang tuanya ingin mendorongnya untuk bermimpi besar tetapi bersikap realistis.,Mereka memutuskan untuk mendidiknya dengan mengirimnya ke Space Camp!,Nate memiliki dua minggu yang hebat di sana mempelajari semua jenis fakta ruang.,Dia sangat berterima kasih atas hadiah dukungan dan cinta orang tuanya!
40c0c4aa-1ec7-4677-a797-c9ac201c3528,Gaun,Lily berada di mal hari ini dan tidak berencana untuk menghabiskan uang.,Dia melihat -lihat beberapa toko hanya untuk membuang waktu.,Dia memasuki toko pakaian favoritnya.,Dia mencoba gaun yang dia cintai.,Dia akhirnya membeli gaun itu untuk dipakai ke gereja pada hari Minggu.
a8ee5d65-d1ac-48d1-89a8-1349a02f1d62,Grace dan Joe,Grace dan Joe adalah tetangga.,Grace memutuskan untuk mengadakan pesta dan dia mengundang Joe.,Joe membawa Grace Flowers di pesta itu.,Grace menyukai bunga -bunga yang diberikan Joe padanya.,Mereka berbicara berjam -jam di pesta dan jatuh cinta.
cba29ca4-04b9-4bcc-81f5-001a92a247a2,Penghargaan Mengajar,Kurt adalah seorang guru.,Dia senang mengajar murid -muridnya.,Siswa Kurt mencintainya karena seberapa baik dia memperlakukan mereka.,Mereka mencalonkannya untuk penghargaan mengajar.,Kurt memenangkan penghargaan dan sangat bangga.
6d2061ad-f917-4a5b-b4c5-8d8f7b461f0d,Putri duyung,Penelope mencintai putri duyung.,Dia dulu bermimpi menjadi putri duyung.,Dia membaca buku -buku di mana putri duyung di mana karakter utama.,"Suatu hari, dia memutuskan untuk memperingati kecintaannya pada putri duyung.",Dia mendapat tato besar putri duyung di lengannya.
e252e2d0-3bfe-450f-8fc0-3b4d40a1a86c,Alyssa dan Sam,Alyssa naksir Sam.,Dia tidak yakin apakah dia tertarik padanya.,Dia memutuskan untuk mengajaknya berkencan.,Dia sangat terkejut dan setuju untuk berkencan dengannya.,Alyssa dan Sam sekarang menjalin hubungan.
564d0cc2-e81f-4373-b077-11f7ee95beab,Akhirnya,Susie dan Tom memiliki hubungan yang buruk.,Setiap hari adalah perkelahian.,Susie sudah cukup.,Dia memutuskan untuk putus dengannya.,Keduanya tidak pernah berbicara lagi.
4b4ffdee-6d12-46f1-8f53-7e5d53729c8c,Hari yang menyedihkan untuk anak anjing,Tina memiliki anak anjing bernama Sampson selama sepuluh tahun terakhir.,Sampson adalah hati dan jiwa keluarga.,Namun baru -baru ini Sampson sakit.,Tina tidak tahu apa yang harus dilakukan.,"Ketika Tina bangun keesokan harinya, Sampson sudah mati."
33ead1db-9f5f-436c-8426-89540611c7cd,Perawatan kesehatan baru,Lance membenci pekerjaannya.,Dia bertahan hanya untuk manfaat kesehatan.,Suatu hari kantornya mengumumkan bahwa mereka mengganti penyedia layanan kesehatan.,Manfaat baru itu mengerikan dan tidak memberi Lance tidak ada alasan untuk tinggal.,Dia dengan senang hati berhenti dan menemukan pekerjaan baru yang bisa dia cintai.
e8cdf663-a3d3-4786-998a-eb2f895ac75a,Bilik foto,Allen ada di mal bersama teman -temannya.,Dia sedang mengantri untuk stan foto.,Tiba -tiba seorang gadis dengan rambut pirang dan jeans robek melangkah keluar.,Allen langsung jatuh cinta saat dia berjalan lewat.,Dia sangat Starstruck sehingga dia bahkan tidak bisa menyapa saat dia berjalan pergi.
5338cf9b-1f6a-40aa-97ac-43441bcde4aa,Fotografi siput,Kal adalah seorang fotografer.,Dia bukan sembarang jenis fotografer.,Dia memotret siput untuk mencari nafkah.,Itu dimulai sebagai hasratnya tetapi dia mengubahnya menjadi kariernya.,Dia menyukai apa yang dia lakukan dan tidak pernah bekerja sehari dalam hidupnya.
36dd472b-9195-42ae-9807-14da2d020609,Ex Couples Cruise,Janice dan Alex sedang melakukan pelayaran pasangan.,Sayang sekali mereka putus kemarin.,Mereka memesannya selama enam bulan sehingga mereka pergi.,Mereka terpaksa melakukan segala macam kegiatan pasangan.,Pada akhir pelayaran mereka kembali bersama dan dengan senang hati dalam cinta.
d9cc5c62-8094-4215-9c22-bdb6b8f9f6be,Lelucon saudara laki -laki,"Saya dulu suka bermain -main di Billy, kakak saya.",Suatu hari saya mendapat ular karet hitam.,Saya meletakkan ular itu di tempat tidur Billy dan menunggu di lemari.,Billy masuk dan menarik kembali seprai.,Saya tertawa ketika Billy berteriak dan jatuh ke belakang dari ular itu.
14c50f87-e21f-4554-8916-aa22c62e2331,Ciuman,Nicole memutuskan untuk mencium pria lain di belakang pacarnya.,Suatu malam dia menyelinap di luar bar untuk bertemu kekasihnya.,Kekasih Nicole kedua memberinya ciuman yang dilalui pacarnya.,Pacar Nicole menjerit ke tempat parkir di depan keduanya.,Pacar itu putus dengan Nicole di tempat.
6b218fb8-8743-4dad-aee6-038c5fd79405,Tembaga dan api,Anjing -anjing saya suka berjalan -jalan di taman.,Terkadang sulit untuk menangani mereka berdua sendirian.,Anak saya dan saya membawa mereka ke taman anjing setempat kemarin.,Salah satu anjing saya melepaskan tali dan melarikan diri.,Kami harus berlari selama 2 blok sebelum kami menangkapnya!
4e18ca02-7493-4053-9846-fba934e9c0b3,Rumah baru,Saya bangga mengatakan bahwa saya telah menabung cukup untuk membeli rumah pertama saya.,Suami saya dan saya telah menabung selama 5 tahun.,Saya suka rumah yang lebih tua lebih antik.,Saya berharap dapat menemukan salah satunya dalam kisaran harga saya.,Ketika kami akhirnya memutuskan tempat saya tidak sabar untuk mendekorasi ulang!
93b37b7c-5eb1-43cc-925d-5c473d0ee9d2,Orange Kitty,Sharon baru -baru ini kehilangan kucing peliharaannya karena usia tua.,"Dia sangat sedih, tetapi memutuskan ingin mengadopsi kucing lain.",Selama akhir pekan dia pergi ke penampungan hewan.,Dia jatuh cinta dengan seorang kucing oranye kecil dan menamainya Cheddar.,Dia membawa rumah kucing itu dan dia sekarang menjadi bagian dari keluarga.
2e6a8345-1cd1-4dca-ba14-6bc213763243,Hilang dan ditemukan,"Saat berjalan di jalan, Ramona menemukan dompet di rumput.",Dia membukanya dan menemukan ID seorang pria bernama Jack.,Dia mencari di internet dan mengirim pesan kepadanya tentang apa yang dia temukan.,Mereka akhirnya banyak mengirim email pada hari -hari sebelum mereka bisa bertemu.,"Ketika dia mengembalikan dompet itu, dia mengajaknya keluar dan mereka jatuh cinta!"
1d36da18-36c7-43be-9ae5-cd59842ab48a,Komitmen baru Keisha untuk diet vegetarian,"Keisha dulunya adalah seorang vegetarian, tetapi dia menyimpang dari gaya hidup.",Dia menyerah pada keinginan untuk Turki dan hamburger.,Keisha kecewa dengan hal ini dan ingin memperbarui komitmennya.,Dia mendaftar untuk kelas memasak vegetarian di restoran.,Kelas ini membantu Keisha tetap di jalur dengan tujuan gaya hidupnya.
4cbbc2c6-4549-4005-8ad2-e615251a9ce0,Pertarungan bar,Johnny dulu suka pergi ke bar untuk minum.,Dia tahu semua pelayan dan bartender.,Suatu hari seseorang bersikap kasar kepada salah satu pelayan.,Dia meminta pria itu untuk meminta maaf.,Dia tidak begitu Johnny menjatuhkannya dengan dingin.
eed71012-209d-497e-86fe-56947b41d48b,Festival Lilac,Setiap tahun kota ini memiliki festival lilac.,Orang -orang datang dari sekeliling untuk melihat lilac yang indah mekar.,Ada vendor yang menjual makanan dan kerajinan.,Orang -orang suka hanya berjalan -jalan dan menikmati pemandangan dan berbau.,Kami mencoba pergi sekali dalam setahun dan bersenang -senang.
44caebea-d7be-4502-9be8-60f7632beb88,Fusi musik,John dan Mike benar -benar orang asing.,Mereka baru saja pindah ke apartemen baru bersama.,Teman sekamar baru sama -sama bergerak dalam perlengkapan musik.,Mereka sangat senang dengan koneksi musik yang mereka miliki.,Teman sekamar baru memutuskan untuk mulai mengerjakan album bersama.
1ee7d400-0ada-420c-b7fe-fbcb18e91ae8,Melarikan diri.,Synthia telah menikah dengan pria yang salah.,Awalnya mereka jatuh cinta tetapi segera dia menjadi kasar.,"Setelah enam bulan dia mengalahkannya dengan sangat buruk, dia mematahkan 4 tulang.",Synthia sudah cukup dan menelepon polisi.,Synthia mampu hidup bahagia setelah itu meskipun ada cedera.
8a120a18-b8c4-47de-b655-a791ec72f563,Lucky Break,"Minggu, Billy pergi ke gereja bersama keluarganya.",Dia takut pada imam yang membuatnya merasa tidak nyaman.,"Setelah Misa, imam memberi tahu orang tuanya bahwa dia ingin berbicara dengan Billy.",Billy mengikuti pendeta ke kantornya.,"Di sana, pendeta mulai menyakiti Billy tetapi mengalami serangan jantung."
3576cdb5-62de-4563-9502-bd5a3b072115,Mac dan Dennis,Mac dan Dennis adalah teman sekamar.,Mereka benar -benar sangat mengganggu satu sama lain.,Mac diam -diam jatuh cinta dengan Denis.,Suatu hari Mac menulis surat cinta Denis.,Denis sangat ngeri dengan surat itu sehingga dia membunuh Mac.
ceb4754f-17a6-4ce3-979f-d169143741f3,Pemain permainan,Mike dan teman -temannya semua suka duduk -duduk dan bermain meja.,Mereka akan berkumpul di ruang bawah tanah Mike setiap malam dan makan junk food.,"Dalam sesi permainan mereka, mereka memiliki banyak petualangan imajiner.",Istrinya memperingatkannya bahwa dia membuat dirinya sakit dengan semua duduk.,Pada usia 40 mereka semua meninggal karena serangan jantung.
ab3499c7-6c77-4e4b-a978-871b5fd6bc5f,Kelinci Mayhem,John memutuskan bahwa dia ingin membesarkan dan menjual kelinci.,Dia membeli seorang pria dan dua wanita.,Dia memberi mereka banyak cinta dan perhatian.,Segera mereka memproduksi banyak bayi.,John memiliki begitu banyak kelinci sekarang karena dia tidak bisa memberikannya.
a8fbd5b2-e65c-4cce-b10c-fc64d0e77322,Shawn membeli seekor anjing,Shawn suatu hari berbelanja.,Dia membutuhkan celana jeans yang bagus di mal.,"Setelah membeli celana jinsnya, ia berjalan di dekat toko binatang dan melihat seekor anjing.",Shawn jatuh cinta dengan anjing di toko.,Shawn membeli anjing dan keduanya menjadi teman baik.
de7c1ebc-c810-4e1d-9848-adf2da8f34bd,Sharon mencampakkan pacarnya,Sharon bersama Tommy selama dua tahun.,Mereka jatuh cinta bersama.,Suatu hari Sharon memperhatikan Tommy tidak mengangkat teleponnya.,Sharon pergi ke rumah Tommy.,Menemukannya dengan wanita lain dan mencampakkannya.
b2915ef4-3451-4b7c-ad29-db866041c645,Kalung mutiara,Emma suka memakai mutiara.,Karya favoritnya adalah kalung mutiara panjang.,Dia memakainya dengan gaun klasik yang bagus.,"Setiap kali dia memakainya bersama, dia merasa berkelas dan cantik.",Aksesori Emma selalu membuatnya merasa disatukan.
8e308b11-179a-43ca-b592-f4c7c996809b,Selimut,Jamie bangga dengan pekerjaannya.,Dia telah merajut selimut yang indah!,Itu akan menjadi sumbangan untuk pusat senior.,Dia tahu para senior akan menyukainya.,Dia pergi ke gereja dan memberikannya kepada sutradara.
d58a4113-bf2b-489a-b1e4-a05cda685306,Anjing dengan hati singa,Anjing saya meninggal tahun lalu sejak usia tua.,Dia dimakamkan di bawah semak mawar merah muda besar.,"Kami menguburnya di dalam operator favoritnya, yang merah.",Kami menempatkan batu yang dibuat secara profesional di kuburannya.,Prasasti itu mengatakan dia adalah seekor anjing dengan hati singa.
537e724b-183a-4b59-b9e8-66632b0de37b,Ayah kandung saya,Ayah kandung saya mengalami sakit dada suatu hari nanti.,"Dia pergi menemui dokternya, yang memberitahunya, hatinya diperbesar.",Dia dirujuk ke rumah sakit di kota lain.,"Sementara di sana, mereka mendapati dia menderita penyakit jantung yang parah.",Dia akhirnya mati di meja operasi pada hari yang sama.
a9788ce4-f07f-42bb-a5d4-5264fe68ba9b,Hari terakhir,Hari terakhir hubungan saya sangat sulit.,Saya harus menerima bahwa segala sesuatu telah berubah hanya di antara kami.,"Saya menjalani gerakan hari yang biasa, tetapi saya patah hati.",Saya akhirnya menghibur diri saya dengan popcorn dan film tua yang luntur.,"Setelah saya menangis menonton film, saya merasa sedikit lebih baik."
40cd0b9a-3765-4fe9-8587-b9330e671f0b,Kembalinya pacar,"Kemarin, saya tiba -tiba menerima pesan dari seorang pacar lama.",Saya belum berbicara dengannya sejak saya berusia 12 tahun.,"Pada usia 35, dia meminta saya untuk bertemu dengannya untuk makan siang di pusat kota Memphis.","Saya mengatakan kepadanya bahwa saya tidak dapat melakukannya, karena saya berada dalam hubungan yang serius.",Dia meninggalkan nomornya jika saya pernah berubah pikiran.
